name,id,top_kpop,genre,followers
 ONEW,7sZ5ipSoboWdqXkdj6AXHo,0,['k-pop'],417428
 Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,0,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop', 'trap']",1413267
 Muni Long,7tjVFCxJdwT4NdrTmjyjQ6,0,['indie r&b'],242130
Lewie,7tvCXmeh7MlNtmfKMN2H8Q,0,[],1939
 Jonasu,7u4ayw4QFEsolPxZgnPAMT,0,"['dutch edm', 'uk dance']",13796
 DallasK,7uas0F5EhsZg6KDJ7yy7rW,0,"['complextro', 'electro house', 'pop edm', 'progressive electro house', 'sky room']",44314
 Alan Walker,7vk5e3vY1uw9plTHJAMwjN,0,['electro house'],37874768
Gallant,7wFDo161xYdeaiLz3KIHoM,0,[],302064
 myunDo,7wqsGqGaU61FzNh62mbWXz,0,['k-rap'],8211
RAINBOW,7xDyxRXgFgOZhdtLtkYR1y,1,['k-pop girl group'],24101
 Viann,7yRs5f61v5AwXwVlUQ7bNE,0,[],1322
 Sai Sai Kham Leng,7yVauL0WNAnLDBz8SF8JXa,0,['burmese pop'],20991
 최현석,7ywGEr53ogVxLibBcb82JV,0,[],909
JEON SOMI,7zYj9S9SdIunYCfSm7vzAR,1,['k-pop'],1874446
 Francis,7zzvUdZZP6wcZ1gD3SpmDl,0,[],148
