,song_name,song_name_10,kpop_artist_name,all_artists,song_id,song_api_info,artist_id,all_artists_id,all_artists_list,all_artists_id_list,artist_1,artist_id_1,artist_2,artist_id_2,artist_3,artist_id_3,artist_4,artist_id_4,artist_5,artist_id_5,artist_6,artist_id_6,artist_7,artist_id_7,artist_8,artist_id_8,artist_9,artist_id_9,artist_10,artist_id_10,artist_11,artist_id_11,artist_12,artist_id_12,artist_13,artist_id_13
49,SUGA's Interlude,SUGA's Int,BTS,"Halsey, SUGA, BTS",5a0nHa7F4S9hb0Zi0zLS8w,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26VFTg2z8YR0cCuwLzESi2'}, 'href': 'https://api.spotify.com/v1/artists/26VFTg2z8YR0cCuwLzESi2', 'id': '26VFTg2z8YR0cCuwLzESi2', 'name': 'Halsey', 'type': 'artist', 'uri': 'spotify:artist:26VFTg2z8YR0cCuwLzESi2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0ebNdVaOfp6N0oZ1guIxM8'}, 'href': 'https://api.spotify.com/v1/artists/0ebNdVaOfp6N0oZ1guIxM8', 'id': '0ebNdVaOfp6N0oZ1guIxM8', 'name': 'SUGA', 'type': 'artist', 'uri': 'spotify:artist:0ebNdVaOfp6N0oZ1guIxM8'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}]",3Nrfpe0tUJi4K4DXYWgMUX,"26VFTg2z8YR0cCuwLzESi2, 0ebNdVaOfp6N0oZ1guIxM8, 3Nrfpe0tUJi4K4DXYWgMUX","['Halsey', ' SUGA', ' BTS']","['26VFTg2z8YR0cCuwLzESi2', ' 0ebNdVaOfp6N0oZ1guIxM8', ' 3Nrfpe0tUJi4K4DXYWgMUX']",Halsey,26VFTg2z8YR0cCuwLzESi2, SUGA, 0ebNdVaOfp6N0oZ1guIxM8, BTS, 3Nrfpe0tUJi4K4DXYWgMUX,,,,,,,,,,,,,,,,,,,,
51,Make It Right (feat. Lauv) - EDM Remix,Make It Ri,BTS,"BTS, Lauv, Frants",57PBRXsXl2rEAR85Gh4Qac,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5JZ7CnR6gTvEMKX4g70Amv'}, 'href': 'https://api.spotify.com/v1/artists/5JZ7CnR6gTvEMKX4g70Amv', 'id': '5JZ7CnR6gTvEMKX4g70Amv', 'name': 'Lauv', 'type': 'artist', 'uri': 'spotify:artist:5JZ7CnR6gTvEMKX4g70Amv'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7qxLQ0CByGfbd3HdL7ilR8'}, 'href': 'https://api.spotify.com/v1/artists/7qxLQ0CByGfbd3HdL7ilR8', 'id': '7qxLQ0CByGfbd3HdL7ilR8', 'name': 'Frants', 'type': 'artist', 'uri': 'spotify:artist:7qxLQ0CByGfbd3HdL7ilR8'}]",3Nrfpe0tUJi4K4DXYWgMUX,"3Nrfpe0tUJi4K4DXYWgMUX, 5JZ7CnR6gTvEMKX4g70Amv, 7qxLQ0CByGfbd3HdL7ilR8","[' Lauv', ' Frants']","[' 5JZ7CnR6gTvEMKX4g70Amv', ' 7qxLQ0CByGfbd3HdL7ilR8']", Lauv, 5JZ7CnR6gTvEMKX4g70Amv, Frants, 7qxLQ0CByGfbd3HdL7ilR8,,,,,,,,,,,,,,,,,,,,,,
52,Make It Right (feat. Lauv),Make It Ri,BTS,"BTS, Lauv",2WH4oy1SYppZrcdgKwSA0j,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5JZ7CnR6gTvEMKX4g70Amv'}, 'href': 'https://api.spotify.com/v1/artists/5JZ7CnR6gTvEMKX4g70Amv', 'id': '5JZ7CnR6gTvEMKX4g70Amv', 'name': 'Lauv', 'type': 'artist', 'uri': 'spotify:artist:5JZ7CnR6gTvEMKX4g70Amv'}]",3Nrfpe0tUJi4K4DXYWgMUX,"3Nrfpe0tUJi4K4DXYWgMUX, 5JZ7CnR6gTvEMKX4g70Amv",[' Lauv'],[' 5JZ7CnR6gTvEMKX4g70Amv'], Lauv, 5JZ7CnR6gTvEMKX4g70Amv,,,,,,,,,,,,,,,,,,,,,,,,
53,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Old Town R,BTS,"Lil Nas X, RM, BTS",6woeVu3fVMflqen1t4N6pg,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq'}, 'href': 'https://api.spotify.com/v1/artists/7jVv8c5Fj3E9VhNjxT4snq', 'id': '7jVv8c5Fj3E9VhNjxT4snq', 'name': 'Lil Nas X', 'type': 'artist', 'uri': 'spotify:artist:7jVv8c5Fj3E9VhNjxT4snq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2auC28zjQyVTsiZKNgPRGs'}, 'href': 'https://api.spotify.com/v1/artists/2auC28zjQyVTsiZKNgPRGs', 'id': '2auC28zjQyVTsiZKNgPRGs', 'name': 'RM', 'type': 'artist', 'uri': 'spotify:artist:2auC28zjQyVTsiZKNgPRGs'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}]",3Nrfpe0tUJi4K4DXYWgMUX,"7jVv8c5Fj3E9VhNjxT4snq, 2auC28zjQyVTsiZKNgPRGs, 3Nrfpe0tUJi4K4DXYWgMUX","['Lil Nas X', ' RM', ' BTS']","['7jVv8c5Fj3E9VhNjxT4snq', ' 2auC28zjQyVTsiZKNgPRGs', ' 3Nrfpe0tUJi4K4DXYWgMUX']",Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq, RM, 2auC28zjQyVTsiZKNgPRGs, BTS, 3Nrfpe0tUJi4K4DXYWgMUX,,,,,,,,,,,,,,,,,,,,
57,All Night (BTS World Original Soundtrack) [Pt. 3],All Night ,BTS,"BTS, Juice WRLD",70sKIAQgaVN2zWEEyOpyMZ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}]",3Nrfpe0tUJi4K4DXYWgMUX,"3Nrfpe0tUJi4K4DXYWgMUX, 4MCBfE4596Uoi2O4DtmEMz",[' Juice WRLD'],[' 4MCBfE4596Uoi2O4DtmEMz'], Juice WRLD, 4MCBfE4596Uoi2O4DtmEMz,,,,,,,,,,,,,,,,,,,,,,,,
58,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],A Brand Ne,BTS,"BTS, Zara Larsson",5XkyZyKMdFungjDb9cUKc3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xylc3o4UrD53lo9CvFvVg'}, 'href': 'https://api.spotify.com/v1/artists/1Xylc3o4UrD53lo9CvFvVg', 'id': '1Xylc3o4UrD53lo9CvFvVg', 'name': 'Zara Larsson', 'type': 'artist', 'uri': 'spotify:artist:1Xylc3o4UrD53lo9CvFvVg'}]",3Nrfpe0tUJi4K4DXYWgMUX,"3Nrfpe0tUJi4K4DXYWgMUX, 1Xylc3o4UrD53lo9CvFvVg",[' Zara Larsson'],[' 1Xylc3o4UrD53lo9CvFvVg'], Zara Larsson, 1Xylc3o4UrD53lo9CvFvVg,,,,,,,,,,,,,,,,,,,,,,,,
59,Dream Glow (BTS World Original Soundtrack) - Pt. 1,Dream Glow,BTS,"BTS, Charli XCX",4c1WgUnHXq2LEncGHKgj1I,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/25uiPmTg16RbhZWAqwLBy5'}, 'href': 'https://api.spotify.com/v1/artists/25uiPmTg16RbhZWAqwLBy5', 'id': '25uiPmTg16RbhZWAqwLBy5', 'name': 'Charli XCX', 'type': 'artist', 'uri': 'spotify:artist:25uiPmTg16RbhZWAqwLBy5'}]",3Nrfpe0tUJi4K4DXYWgMUX,"3Nrfpe0tUJi4K4DXYWgMUX, 25uiPmTg16RbhZWAqwLBy5",[' Charli XCX'],[' 25uiPmTg16RbhZWAqwLBy5'], Charli XCX, 25uiPmTg16RbhZWAqwLBy5,,,,,,,,,,,,,,,,,,,,,,,,
62,FAKE LOVE - Japanese ver. / Remix,FAKE LOVE ,BTS,"BTS, PDOGG",6Tai2owBuWHcNXD00mQZi5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5twg8ZDFT6UZeGqpEJTHfr'}, 'href': 'https://api.spotify.com/v1/artists/5twg8ZDFT6UZeGqpEJTHfr', 'id': '5twg8ZDFT6UZeGqpEJTHfr', 'name': 'PDOGG', 'type': 'artist', 'uri': 'spotify:artist:5twg8ZDFT6UZeGqpEJTHfr'}]",3Nrfpe0tUJi4K4DXYWgMUX,"3Nrfpe0tUJi4K4DXYWgMUX, 5twg8ZDFT6UZeGqpEJTHfr",[' PDOGG'],[' 5twg8ZDFT6UZeGqpEJTHfr'], PDOGG, 5twg8ZDFT6UZeGqpEJTHfr,,,,,,,,,,,,,,,,,,,,,,,,
65,IDOL - Stadium Remix,IDOL - Sta,BTS,"BTS, PDOGG",0pMrOYQVuDBZnv0WI5j3hz,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5twg8ZDFT6UZeGqpEJTHfr'}, 'href': 'https://api.spotify.com/v1/artists/5twg8ZDFT6UZeGqpEJTHfr', 'id': '5twg8ZDFT6UZeGqpEJTHfr', 'name': 'PDOGG', 'type': 'artist', 'uri': 'spotify:artist:5twg8ZDFT6UZeGqpEJTHfr'}]",3Nrfpe0tUJi4K4DXYWgMUX,"3Nrfpe0tUJi4K4DXYWgMUX, 5twg8ZDFT6UZeGqpEJTHfr",[' PDOGG'],[' 5twg8ZDFT6UZeGqpEJTHfr'], PDOGG, 5twg8ZDFT6UZeGqpEJTHfr,,,,,,,,,,,,,,,,,,,,,,,,
67,Waste It On Me (feat. BTS),Waste It O,BTS,"Steve Aoki, BTS",2r1T6xGTVaNAqBoPH4lZEE,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/77AiFEVeAVj2ORpC85QVJs'}, 'href': 'https://api.spotify.com/v1/artists/77AiFEVeAVj2ORpC85QVJs', 'id': '77AiFEVeAVj2ORpC85QVJs', 'name': 'Steve Aoki', 'type': 'artist', 'uri': 'spotify:artist:77AiFEVeAVj2ORpC85QVJs'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}]",3Nrfpe0tUJi4K4DXYWgMUX,"77AiFEVeAVj2ORpC85QVJs, 3Nrfpe0tUJi4K4DXYWgMUX","['Steve Aoki', ' BTS']","['77AiFEVeAVj2ORpC85QVJs', ' 3Nrfpe0tUJi4K4DXYWgMUX']",Steve Aoki,77AiFEVeAVj2ORpC85QVJs, BTS, 3Nrfpe0tUJi4K4DXYWgMUX,,,,,,,,,,,,,,,,,,,,,,
73,MIC Drop (feat. Desiigner) [Steve Aoki Remix],MIC Drop (,BTS,"BTS, Desiigner, Steve Aoki",6XxpvCj3eLWs3lYowSgC4G,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7pFeBzX627ff0VnN6bxPR4'}, 'href': 'https://api.spotify.com/v1/artists/7pFeBzX627ff0VnN6bxPR4', 'id': '7pFeBzX627ff0VnN6bxPR4', 'name': 'Desiigner', 'type': 'artist', 'uri': 'spotify:artist:7pFeBzX627ff0VnN6bxPR4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/77AiFEVeAVj2ORpC85QVJs'}, 'href': 'https://api.spotify.com/v1/artists/77AiFEVeAVj2ORpC85QVJs', 'id': '77AiFEVeAVj2ORpC85QVJs', 'name': 'Steve Aoki', 'type': 'artist', 'uri': 'spotify:artist:77AiFEVeAVj2ORpC85QVJs'}]",3Nrfpe0tUJi4K4DXYWgMUX,"3Nrfpe0tUJi4K4DXYWgMUX, 7pFeBzX627ff0VnN6bxPR4, 77AiFEVeAVj2ORpC85QVJs","[' Desiigner', ' Steve Aoki']","[' 7pFeBzX627ff0VnN6bxPR4', ' 77AiFEVeAVj2ORpC85QVJs']", Desiigner, 7pFeBzX627ff0VnN6bxPR4, Steve Aoki, 77AiFEVeAVj2ORpC85QVJs,,,,,,,,,,,,,,,,,,,,,,
121,Ice Cream (with Selena Gomez),Ice Cream ,BLACKPINK,"BLACKPINK, Selena Gomez",2J4P46vCFm1rPkNkp9pZWX,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF'}, 'href': 'https://api.spotify.com/v1/artists/41MozSoPIsD1dJM0CLPjZF', 'id': '41MozSoPIsD1dJM0CLPjZF', 'name': 'BLACKPINK', 'type': 'artist', 'uri': 'spotify:artist:41MozSoPIsD1dJM0CLPjZF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx'}, 'href': 'https://api.spotify.com/v1/artists/0C8ZW7ezQVs4URX5aX7Kqx', 'id': '0C8ZW7ezQVs4URX5aX7Kqx', 'name': 'Selena Gomez', 'type': 'artist', 'uri': 'spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx'}]",41MozSoPIsD1dJM0CLPjZF,"41MozSoPIsD1dJM0CLPjZF, 0C8ZW7ezQVs4URX5aX7Kqx",[' Selena Gomez'],[' 0C8ZW7ezQVs4URX5aX7Kqx'], Selena Gomez, 0C8ZW7ezQVs4URX5aX7Kqx,,,,,,,,,,,,,,,,,,,,,,,,
125,Sour Candy (with BLACKPINK),Sour Candy,BLACKPINK,"Lady Gaga, BLACKPINK",6R6ZoHTypt5lt68MWbzZXv,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms'}, 'href': 'https://api.spotify.com/v1/artists/1HY2Jd0NmPuamShAr6KMms', 'id': '1HY2Jd0NmPuamShAr6KMms', 'name': 'Lady Gaga', 'type': 'artist', 'uri': 'spotify:artist:1HY2Jd0NmPuamShAr6KMms'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF'}, 'href': 'https://api.spotify.com/v1/artists/41MozSoPIsD1dJM0CLPjZF', 'id': '41MozSoPIsD1dJM0CLPjZF', 'name': 'BLACKPINK', 'type': 'artist', 'uri': 'spotify:artist:41MozSoPIsD1dJM0CLPjZF'}]",41MozSoPIsD1dJM0CLPjZF,"1HY2Jd0NmPuamShAr6KMms, 41MozSoPIsD1dJM0CLPjZF","['Lady Gaga', ' BLACKPINK']","['1HY2Jd0NmPuamShAr6KMms', ' 41MozSoPIsD1dJM0CLPjZF']",Lady Gaga,1HY2Jd0NmPuamShAr6KMms, BLACKPINK, 41MozSoPIsD1dJM0CLPjZF,,,,,,,,,,,,,,,,,,,,,,
152,Kiss And Make Up,Kiss And M,BLACKPINK,"Dua Lipa, BLACKPINK",7v57jXggtZOJEjEcgfhxte,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we'}, 'href': 'https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we', 'id': '6M2wZ9GZgrQXHCFfjv46we', 'name': 'Dua Lipa', 'type': 'artist', 'uri': 'spotify:artist:6M2wZ9GZgrQXHCFfjv46we'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF'}, 'href': 'https://api.spotify.com/v1/artists/41MozSoPIsD1dJM0CLPjZF', 'id': '41MozSoPIsD1dJM0CLPjZF', 'name': 'BLACKPINK', 'type': 'artist', 'uri': 'spotify:artist:41MozSoPIsD1dJM0CLPjZF'}]",41MozSoPIsD1dJM0CLPjZF,"6M2wZ9GZgrQXHCFfjv46we, 41MozSoPIsD1dJM0CLPjZF","['Dua Lipa', ' BLACKPINK']","['6M2wZ9GZgrQXHCFfjv46we', ' 41MozSoPIsD1dJM0CLPjZF']",Dua Lipa,6M2wZ9GZgrQXHCFfjv46we, BLACKPINK, 41MozSoPIsD1dJM0CLPjZF,,,,,,,,,,,,,,,,,,,,,,
195,SET ME FREE - Lindgren Remix - ENG,SET ME FRE,TWICE,"TWICE, Lindgren",2X5l0GDmQfO0RDX1RQQy09,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0'}, 'href': 'https://api.spotify.com/v1/artists/7n2Ycct7Beij7Dj7meI4X0', 'id': '7n2Ycct7Beij7Dj7meI4X0', 'name': 'TWICE', 'type': 'artist', 'uri': 'spotify:artist:7n2Ycct7Beij7Dj7meI4X0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0vk7Ds4u6waswHkzrfACVg'}, 'href': 'https://api.spotify.com/v1/artists/0vk7Ds4u6waswHkzrfACVg', 'id': '0vk7Ds4u6waswHkzrfACVg', 'name': 'Lindgren', 'type': 'artist', 'uri': 'spotify:artist:0vk7Ds4u6waswHkzrfACVg'}]",7n2Ycct7Beij7Dj7meI4X0,"7n2Ycct7Beij7Dj7meI4X0, 0vk7Ds4u6waswHkzrfACVg",[' Lindgren'],[' 0vk7Ds4u6waswHkzrfACVg'], Lindgren, 0vk7Ds4u6waswHkzrfACVg,,,,,,,,,,,,,,,,,,,,,,,,
197,SET ME FREE - Tommy “TBHits” Brown Remix - ENG,SET ME FRE,TWICE,"TWICE, Tommy Brown",2GcZLkHnXU2PNjpszpsM7o,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0'}, 'href': 'https://api.spotify.com/v1/artists/7n2Ycct7Beij7Dj7meI4X0', 'id': '7n2Ycct7Beij7Dj7meI4X0', 'name': 'TWICE', 'type': 'artist', 'uri': 'spotify:artist:7n2Ycct7Beij7Dj7meI4X0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0ctSbHMEV1hrOkGvEnciDr'}, 'href': 'https://api.spotify.com/v1/artists/0ctSbHMEV1hrOkGvEnciDr', 'id': '0ctSbHMEV1hrOkGvEnciDr', 'name': 'Tommy Brown', 'type': 'artist', 'uri': 'spotify:artist:0ctSbHMEV1hrOkGvEnciDr'}]",7n2Ycct7Beij7Dj7meI4X0,"7n2Ycct7Beij7Dj7meI4X0, 0ctSbHMEV1hrOkGvEnciDr",[' Tommy Brown'],[' 0ctSbHMEV1hrOkGvEnciDr'], Tommy Brown, 0ctSbHMEV1hrOkGvEnciDr,,,,,,,,,,,,,,,,,,,,,,,,
199,SET ME FREE - ARMNHMR Remix - ENG,SET ME FRE,TWICE,"TWICE, ARMNHMR",6PGRYQffjWl712YTS9KQEb,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0'}, 'href': 'https://api.spotify.com/v1/artists/7n2Ycct7Beij7Dj7meI4X0', 'id': '7n2Ycct7Beij7Dj7meI4X0', 'name': 'TWICE', 'type': 'artist', 'uri': 'spotify:artist:7n2Ycct7Beij7Dj7meI4X0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0P2bZXPyjHYRW4guHVAFl1'}, 'href': 'https://api.spotify.com/v1/artists/0P2bZXPyjHYRW4guHVAFl1', 'id': '0P2bZXPyjHYRW4guHVAFl1', 'name': 'ARMNHMR', 'type': 'artist', 'uri': 'spotify:artist:0P2bZXPyjHYRW4guHVAFl1'}]",7n2Ycct7Beij7Dj7meI4X0,"7n2Ycct7Beij7Dj7meI4X0, 0P2bZXPyjHYRW4guHVAFl1",[' ARMNHMR'],[' 0P2bZXPyjHYRW4guHVAFl1'], ARMNHMR, 0P2bZXPyjHYRW4guHVAFl1,,,,,,,,,,,,,,,,,,,,,,,,
204,SET ME FREE (Tommy “TBHits” Brown Remix) (ENG),SET ME FRE,TWICE,"TWICE, Tommy “TBHits” Brown",6BhpvHofjQy5ZHSJLUy1V5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0'}, 'href': 'https://api.spotify.com/v1/artists/7n2Ycct7Beij7Dj7meI4X0', 'id': '7n2Ycct7Beij7Dj7meI4X0', 'name': 'TWICE', 'type': 'artist', 'uri': 'spotify:artist:7n2Ycct7Beij7Dj7meI4X0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/06moEoVtCKweJmGYid8vU7'}, 'href': 'https://api.spotify.com/v1/artists/06moEoVtCKweJmGYid8vU7', 'id': '06moEoVtCKweJmGYid8vU7', 'name': 'Tommy “TBHits” Brown', 'type': 'artist', 'uri': 'spotify:artist:06moEoVtCKweJmGYid8vU7'}]",7n2Ycct7Beij7Dj7meI4X0,"7n2Ycct7Beij7Dj7meI4X0, 06moEoVtCKweJmGYid8vU7",[' Tommy “TBHits” Brown'],[' 06moEoVtCKweJmGYid8vU7'], Tommy “TBHits” Brown, 06moEoVtCKweJmGYid8vU7,,,,,,,,,,,,,,,,,,,,,,,,
253,The Feels (Benny Benassi Remix),The Feels ,TWICE,"TWICE, Benny Benassi",7sYvWe2EeL3J0gOYWb0hIr,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0'}, 'href': 'https://api.spotify.com/v1/artists/7n2Ycct7Beij7Dj7meI4X0', 'id': '7n2Ycct7Beij7Dj7meI4X0', 'name': 'TWICE', 'type': 'artist', 'uri': 'spotify:artist:7n2Ycct7Beij7Dj7meI4X0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4Ws2otunReOa6BbwxxpCt6'}, 'href': 'https://api.spotify.com/v1/artists/4Ws2otunReOa6BbwxxpCt6', 'id': '4Ws2otunReOa6BbwxxpCt6', 'name': 'Benny Benassi', 'type': 'artist', 'uri': 'spotify:artist:4Ws2otunReOa6BbwxxpCt6'}]",7n2Ycct7Beij7Dj7meI4X0,"7n2Ycct7Beij7Dj7meI4X0, 4Ws2otunReOa6BbwxxpCt6",[' Benny Benassi'],[' 4Ws2otunReOa6BbwxxpCt6'], Benny Benassi, 4Ws2otunReOa6BbwxxpCt6,,,,,,,,,,,,,,,,,,,,,,,,
273,The Feels - The Stereotypes Remix,The Feels ,TWICE,"TWICE, The Stereotypes",2nJRHCM6DnHTxxKzJqPXZT,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0'}, 'href': 'https://api.spotify.com/v1/artists/7n2Ycct7Beij7Dj7meI4X0', 'id': '7n2Ycct7Beij7Dj7meI4X0', 'name': 'TWICE', 'type': 'artist', 'uri': 'spotify:artist:7n2Ycct7Beij7Dj7meI4X0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5fR4xhDybxRY7SwyUwQy34'}, 'href': 'https://api.spotify.com/v1/artists/5fR4xhDybxRY7SwyUwQy34', 'id': '5fR4xhDybxRY7SwyUwQy34', 'name': 'The Stereotypes', 'type': 'artist', 'uri': 'spotify:artist:5fR4xhDybxRY7SwyUwQy34'}]",7n2Ycct7Beij7Dj7meI4X0,"7n2Ycct7Beij7Dj7meI4X0, 5fR4xhDybxRY7SwyUwQy34",[' The Stereotypes'],[' 5fR4xhDybxRY7SwyUwQy34'], The Stereotypes, 5fR4xhDybxRY7SwyUwQy34,,,,,,,,,,,,,,,,,,,,,,,,
