,song_name,song_name_10,kpop_artist_name,all_artists,song_id,song_api_info,artist_id,all_artists_id,all_artists_list,all_artists_id_list,artist_1,artist_id_1,artist_2,artist_id_2,artist_3,artist_id_3,artist_4,artist_id_4,artist_5,artist_id_5,artist_6,artist_id_6,artist_7,artist_id_7,artist_8,artist_id_8,artist_9,artist_id_9,artist_10,artist_id_10,artist_11,artist_id_11,artist_12,artist_id_12,artist_13,artist_id_13
8949,Touch,Touch,miss A,"miss A, Newport Mix",2bpV9C18TThYxKHpVJefWe,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1BEohdSWSBggmO979tzRwW'}, 'href': 'https://api.spotify.com/v1/artists/1BEohdSWSBggmO979tzRwW', 'id': '1BEohdSWSBggmO979tzRwW', 'name': 'miss A', 'type': 'artist', 'uri': 'spotify:artist:1BEohdSWSBggmO979tzRwW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2q4mR2JpYQJWQnr45yiFjy'}, 'href': 'https://api.spotify.com/v1/artists/2q4mR2JpYQJWQnr45yiFjy', 'id': '2q4mR2JpYQJWQnr45yiFjy', 'name': 'Newport Mix', 'type': 'artist', 'uri': 'spotify:artist:2q4mR2JpYQJWQnr45yiFjy'}]",1BEohdSWSBggmO979tzRwW,"1BEohdSWSBggmO979tzRwW, 2q4mR2JpYQJWQnr45yiFjy",[' Newport Mix'],[' 2q4mR2JpYQJWQnr45yiFjy'], Newport Mix, 2q4mR2JpYQJWQnr45yiFjy,,,,,,,,,,,,,,,,,,,,,,,,
8987,Peek-A-Boo,Peek-A-Boo,KARA,"Park Gyu Ri, HUR YOUNG JI",0Nyfks94e4Zp6DLgbRzh0I,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3eDTXcjpFF1Wxa4e7ZZICA'}, 'href': 'https://api.spotify.com/v1/artists/3eDTXcjpFF1Wxa4e7ZZICA', 'id': '3eDTXcjpFF1Wxa4e7ZZICA', 'name': 'Park Gyu Ri', 'type': 'artist', 'uri': 'spotify:artist:3eDTXcjpFF1Wxa4e7ZZICA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0FUmt6iMoB9sJpxZuWkOI5'}, 'href': 'https://api.spotify.com/v1/artists/0FUmt6iMoB9sJpxZuWkOI5', 'id': '0FUmt6iMoB9sJpxZuWkOI5', 'name': 'HUR YOUNG JI', 'type': 'artist', 'uri': 'spotify:artist:0FUmt6iMoB9sJpxZuWkOI5'}]",7aZ221EQfonNG2lO9Hh192,"3eDTXcjpFF1Wxa4e7ZZICA, 0FUmt6iMoB9sJpxZuWkOI5","['Park Gyu Ri', ' HUR YOUNG JI']","['3eDTXcjpFF1Wxa4e7ZZICA', ' 0FUmt6iMoB9sJpxZuWkOI5']",Park Gyu Ri,3eDTXcjpFF1Wxa4e7ZZICA, HUR YOUNG JI, 0FUmt6iMoB9sJpxZuWkOI5,,,,,,,,,,,,,,,,,,,,,,
8988,Dreamlover,Dreamlover,KARA,"Park Gyu Ri, Han Seung Yeon",4WG7LqUnV1nRULOo5NHKA4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3eDTXcjpFF1Wxa4e7ZZICA'}, 'href': 'https://api.spotify.com/v1/artists/3eDTXcjpFF1Wxa4e7ZZICA', 'id': '3eDTXcjpFF1Wxa4e7ZZICA', 'name': 'Park Gyu Ri', 'type': 'artist', 'uri': 'spotify:artist:3eDTXcjpFF1Wxa4e7ZZICA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5kUgUgo1jFoAOiaiv8OP0o'}, 'href': 'https://api.spotify.com/v1/artists/5kUgUgo1jFoAOiaiv8OP0o', 'id': '5kUgUgo1jFoAOiaiv8OP0o', 'name': 'Han Seung Yeon', 'type': 'artist', 'uri': 'spotify:artist:5kUgUgo1jFoAOiaiv8OP0o'}]",7aZ221EQfonNG2lO9Hh192,"3eDTXcjpFF1Wxa4e7ZZICA, 5kUgUgo1jFoAOiaiv8OP0o","['Park Gyu Ri', ' Han Seung Yeon']","['3eDTXcjpFF1Wxa4e7ZZICA', ' 5kUgUgo1jFoAOiaiv8OP0o']",Park Gyu Ri,3eDTXcjpFF1Wxa4e7ZZICA, Han Seung Yeon, 5kUgUgo1jFoAOiaiv8OP0o,,,,,,,,,,,,,,,,,,,,,,
9126,Hold The Line,Hold The L,Brown Eyed Girls,"CHO PD, Brown Eyed Girls",0QwjgYpAJNihjezxeYVKkd,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5kpASLmaTCY83YeHWs23Bc'}, 'href': 'https://api.spotify.com/v1/artists/5kpASLmaTCY83YeHWs23Bc', 'id': '5kpASLmaTCY83YeHWs23Bc', 'name': 'CHO PD', 'type': 'artist', 'uri': 'spotify:artist:5kpASLmaTCY83YeHWs23Bc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2GEPtT5RDxrmdi0A4mbDi7'}, 'href': 'https://api.spotify.com/v1/artists/2GEPtT5RDxrmdi0A4mbDi7', 'id': '2GEPtT5RDxrmdi0A4mbDi7', 'name': 'Brown Eyed Girls', 'type': 'artist', 'uri': 'spotify:artist:2GEPtT5RDxrmdi0A4mbDi7'}]",2GEPtT5RDxrmdi0A4mbDi7,"5kpASLmaTCY83YeHWs23Bc, 2GEPtT5RDxrmdi0A4mbDi7","['CHO PD', ' Brown Eyed Girls']","['5kpASLmaTCY83YeHWs23Bc', ' 2GEPtT5RDxrmdi0A4mbDi7']",CHO PD,5kpASLmaTCY83YeHWs23Bc, Brown Eyed Girls, 2GEPtT5RDxrmdi0A4mbDi7,,,,,,,,,,,,,,,,,,,,,,
9127,Far Away(feat.MC MONG),Far Away(f,Brown Eyed Girls,"Brown Eyed Girls, MC MONG",73E6NPYQ1mwhpO9vDiAdtn,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2GEPtT5RDxrmdi0A4mbDi7'}, 'href': 'https://api.spotify.com/v1/artists/2GEPtT5RDxrmdi0A4mbDi7', 'id': '2GEPtT5RDxrmdi0A4mbDi7', 'name': 'Brown Eyed Girls', 'type': 'artist', 'uri': 'spotify:artist:2GEPtT5RDxrmdi0A4mbDi7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6gEWl778wJTkq4Uk5eBvgD'}, 'href': 'https://api.spotify.com/v1/artists/6gEWl778wJTkq4Uk5eBvgD', 'id': '6gEWl778wJTkq4Uk5eBvgD', 'name': 'MC MONG', 'type': 'artist', 'uri': 'spotify:artist:6gEWl778wJTkq4Uk5eBvgD'}]",2GEPtT5RDxrmdi0A4mbDi7,"2GEPtT5RDxrmdi0A4mbDi7, 6gEWl778wJTkq4Uk5eBvgD",[' MC MONG'],[' 6gEWl778wJTkq4Uk5eBvgD'], MC MONG, 6gEWl778wJTkq4Uk5eBvgD,,,,,,,,,,,,,,,,,,,,,,,,
9129,Fly Up with You Today(feat.Bobby Kim),Fly Up wit,Brown Eyed Girls,"Brown Eyed Girls, Bobby Kim",5fGe1Lq2r5CaR8zOE3Mb98,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2GEPtT5RDxrmdi0A4mbDi7'}, 'href': 'https://api.spotify.com/v1/artists/2GEPtT5RDxrmdi0A4mbDi7', 'id': '2GEPtT5RDxrmdi0A4mbDi7', 'name': 'Brown Eyed Girls', 'type': 'artist', 'uri': 'spotify:artist:2GEPtT5RDxrmdi0A4mbDi7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2pIicUMaKL2mgq8qrZ5K53'}, 'href': 'https://api.spotify.com/v1/artists/2pIicUMaKL2mgq8qrZ5K53', 'id': '2pIicUMaKL2mgq8qrZ5K53', 'name': 'Bobby Kim', 'type': 'artist', 'uri': 'spotify:artist:2pIicUMaKL2mgq8qrZ5K53'}]",2GEPtT5RDxrmdi0A4mbDi7,"2GEPtT5RDxrmdi0A4mbDi7, 2pIicUMaKL2mgq8qrZ5K53",[' Bobby Kim'],[' 2pIicUMaKL2mgq8qrZ5K53'], Bobby Kim, 2pIicUMaKL2mgq8qrZ5K53,,,,,,,,,,,,,,,,,,,,,,,,
9161,Love Action (feat.Jo-PD),Love Actio,Brown Eyed Girls,"Brown Eyed Girls, Jo PD",2IgMZ2Phfi73gZPXUCVJem,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2GEPtT5RDxrmdi0A4mbDi7'}, 'href': 'https://api.spotify.com/v1/artists/2GEPtT5RDxrmdi0A4mbDi7', 'id': '2GEPtT5RDxrmdi0A4mbDi7', 'name': 'Brown Eyed Girls', 'type': 'artist', 'uri': 'spotify:artist:2GEPtT5RDxrmdi0A4mbDi7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5vQNUEPwDQboBgAHhX6EZn'}, 'href': 'https://api.spotify.com/v1/artists/5vQNUEPwDQboBgAHhX6EZn', 'id': '5vQNUEPwDQboBgAHhX6EZn', 'name': 'Jo PD', 'type': 'artist', 'uri': 'spotify:artist:5vQNUEPwDQboBgAHhX6EZn'}]",2GEPtT5RDxrmdi0A4mbDi7,"2GEPtT5RDxrmdi0A4mbDi7, 5vQNUEPwDQboBgAHhX6EZn",[' Jo PD'],[' 5vQNUEPwDQboBgAHhX6EZn'], Jo PD, 5vQNUEPwDQboBgAHhX6EZn,,,,,,,,,,,,,,,,,,,,,,,,
9168,오아시스 (feat. 이재훈),오아시스 (feat,Brown Eyed Girls,"Brown Eyed Girls, Lee Jae Hoon",56iRi9x2Iu3YtjYGEu2Hax,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2GEPtT5RDxrmdi0A4mbDi7'}, 'href': 'https://api.spotify.com/v1/artists/2GEPtT5RDxrmdi0A4mbDi7', 'id': '2GEPtT5RDxrmdi0A4mbDi7', 'name': 'Brown Eyed Girls', 'type': 'artist', 'uri': 'spotify:artist:2GEPtT5RDxrmdi0A4mbDi7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3TiQECvFFvnqd5hs6viUsK'}, 'href': 'https://api.spotify.com/v1/artists/3TiQECvFFvnqd5hs6viUsK', 'id': '3TiQECvFFvnqd5hs6viUsK', 'name': 'Lee Jae Hoon', 'type': 'artist', 'uri': 'spotify:artist:3TiQECvFFvnqd5hs6viUsK'}]",2GEPtT5RDxrmdi0A4mbDi7,"2GEPtT5RDxrmdi0A4mbDi7, 3TiQECvFFvnqd5hs6viUsK",[' Lee Jae Hoon'],[' 3TiQECvFFvnqd5hs6viUsK'], Lee Jae Hoon, 3TiQECvFFvnqd5hs6viUsK,,,,,,,,,,,,,,,,,,,,,,,,
9172,Must Have Love,Must Have ,Brown Eyed Girls,"SG Wannabe, Brown Eyed Girls",5f3TJj7s2R0CmffNXTneF7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2c3IakpImjWyeXNvyyGsdn'}, 'href': 'https://api.spotify.com/v1/artists/2c3IakpImjWyeXNvyyGsdn', 'id': '2c3IakpImjWyeXNvyyGsdn', 'name': 'SG Wannabe', 'type': 'artist', 'uri': 'spotify:artist:2c3IakpImjWyeXNvyyGsdn'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2GEPtT5RDxrmdi0A4mbDi7'}, 'href': 'https://api.spotify.com/v1/artists/2GEPtT5RDxrmdi0A4mbDi7', 'id': '2GEPtT5RDxrmdi0A4mbDi7', 'name': 'Brown Eyed Girls', 'type': 'artist', 'uri': 'spotify:artist:2GEPtT5RDxrmdi0A4mbDi7'}]",2GEPtT5RDxrmdi0A4mbDi7,"2c3IakpImjWyeXNvyyGsdn, 2GEPtT5RDxrmdi0A4mbDi7","['SG Wannabe', ' Brown Eyed Girls']","['2c3IakpImjWyeXNvyyGsdn', ' 2GEPtT5RDxrmdi0A4mbDi7']",SG Wannabe,2c3IakpImjWyeXNvyyGsdn, Brown Eyed Girls, 2GEPtT5RDxrmdi0A4mbDi7,,,,,,,,,,,,,,,,,,,,,,
9178,HOLD THE LINE (Feat. 조PD),HOLD THE L,Brown Eyed Girls,"Brown Eyed Girls, 조PD",5KgZNBchs5ILtsvcpmUhRz,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2GEPtT5RDxrmdi0A4mbDi7'}, 'href': 'https://api.spotify.com/v1/artists/2GEPtT5RDxrmdi0A4mbDi7', 'id': '2GEPtT5RDxrmdi0A4mbDi7', 'name': 'Brown Eyed Girls', 'type': 'artist', 'uri': 'spotify:artist:2GEPtT5RDxrmdi0A4mbDi7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0XJH7kCmbiKeYfAFSHpYuN'}, 'href': 'https://api.spotify.com/v1/artists/0XJH7kCmbiKeYfAFSHpYuN', 'id': '0XJH7kCmbiKeYfAFSHpYuN', 'name': '조PD', 'type': 'artist', 'uri': 'spotify:artist:0XJH7kCmbiKeYfAFSHpYuN'}]",2GEPtT5RDxrmdi0A4mbDi7,"2GEPtT5RDxrmdi0A4mbDi7, 0XJH7kCmbiKeYfAFSHpYuN",[' 조PD'],[' 0XJH7kCmbiKeYfAFSHpYuN'], 조PD, 0XJH7kCmbiKeYfAFSHpYuN,,,,,,,,,,,,,,,,,,,,,,,,
9179,오늘은 그대와 하늘위로 (Feat. BOBBY KIM),오늘은 그대와 하늘,Brown Eyed Girls,"Brown Eyed Girls, Bobby Kim",4Yytcbw3wucQ8WMkLChnha,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2GEPtT5RDxrmdi0A4mbDi7'}, 'href': 'https://api.spotify.com/v1/artists/2GEPtT5RDxrmdi0A4mbDi7', 'id': '2GEPtT5RDxrmdi0A4mbDi7', 'name': 'Brown Eyed Girls', 'type': 'artist', 'uri': 'spotify:artist:2GEPtT5RDxrmdi0A4mbDi7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2pIicUMaKL2mgq8qrZ5K53'}, 'href': 'https://api.spotify.com/v1/artists/2pIicUMaKL2mgq8qrZ5K53', 'id': '2pIicUMaKL2mgq8qrZ5K53', 'name': 'Bobby Kim', 'type': 'artist', 'uri': 'spotify:artist:2pIicUMaKL2mgq8qrZ5K53'}]",2GEPtT5RDxrmdi0A4mbDi7,"2GEPtT5RDxrmdi0A4mbDi7, 2pIicUMaKL2mgq8qrZ5K53",[' Bobby Kim'],[' 2pIicUMaKL2mgq8qrZ5K53'], Bobby Kim, 2pIicUMaKL2mgq8qrZ5K53,,,,,,,,,,,,,,,,,,,,,,,,
9180,FAR AWAY (Feat. MC몽),FAR AWAY (,Brown Eyed Girls,"Brown Eyed Girls, MC 몽",6HvV4NflpT5RHIt9mD3U8j,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2GEPtT5RDxrmdi0A4mbDi7'}, 'href': 'https://api.spotify.com/v1/artists/2GEPtT5RDxrmdi0A4mbDi7', 'id': '2GEPtT5RDxrmdi0A4mbDi7', 'name': 'Brown Eyed Girls', 'type': 'artist', 'uri': 'spotify:artist:2GEPtT5RDxrmdi0A4mbDi7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0St0PvgohErtWfC6qnJHpN'}, 'href': 'https://api.spotify.com/v1/artists/0St0PvgohErtWfC6qnJHpN', 'id': '0St0PvgohErtWfC6qnJHpN', 'name': 'MC 몽', 'type': 'artist', 'uri': 'spotify:artist:0St0PvgohErtWfC6qnJHpN'}]",2GEPtT5RDxrmdi0A4mbDi7,"2GEPtT5RDxrmdi0A4mbDi7, 0St0PvgohErtWfC6qnJHpN",[' MC 몽'],[' 0St0PvgohErtWfC6qnJHpN'], MC 몽, 0St0PvgohErtWfC6qnJHpN,,,,,,,,,,,,,,,,,,,,,,,,
9337,Notemoni (Because of You) AS,Notemoni (,After School,"After School, Blackpink, Tara",0m94mI1jjmGAbuYPGFfusc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1loWI8jVk9btgJXHgqHXPD'}, 'href': 'https://api.spotify.com/v1/artists/1loWI8jVk9btgJXHgqHXPD', 'id': '1loWI8jVk9btgJXHgqHXPD', 'name': 'After School', 'type': 'artist', 'uri': 'spotify:artist:1loWI8jVk9btgJXHgqHXPD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1Gf3SzkXoUvEbixB7LUw6v'}, 'href': 'https://api.spotify.com/v1/artists/1Gf3SzkXoUvEbixB7LUw6v', 'id': '1Gf3SzkXoUvEbixB7LUw6v', 'name': 'Blackpink', 'type': 'artist', 'uri': 'spotify:artist:1Gf3SzkXoUvEbixB7LUw6v'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/24JAAnBviO3vTMZ5N9taj8'}, 'href': 'https://api.spotify.com/v1/artists/24JAAnBviO3vTMZ5N9taj8', 'id': '24JAAnBviO3vTMZ5N9taj8', 'name': 'Tara', 'type': 'artist', 'uri': 'spotify:artist:24JAAnBviO3vTMZ5N9taj8'}]",1loWI8jVk9btgJXHgqHXPD,"1loWI8jVk9btgJXHgqHXPD, 1Gf3SzkXoUvEbixB7LUw6v, 24JAAnBviO3vTMZ5N9taj8","[' Blackpink', ' Tara']","[' 1Gf3SzkXoUvEbixB7LUw6v', ' 24JAAnBviO3vTMZ5N9taj8']", Blackpink, 1Gf3SzkXoUvEbixB7LUw6v, Tara, 24JAAnBviO3vTMZ5N9taj8,,,,,,,,,,,,,,,,,,,,,,
9338,Stay BP,Stay BP,After School,"After School, Blackpink, Tara",4DWr1E4X43T2jKdMwB3gxH,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1loWI8jVk9btgJXHgqHXPD'}, 'href': 'https://api.spotify.com/v1/artists/1loWI8jVk9btgJXHgqHXPD', 'id': '1loWI8jVk9btgJXHgqHXPD', 'name': 'After School', 'type': 'artist', 'uri': 'spotify:artist:1loWI8jVk9btgJXHgqHXPD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1Gf3SzkXoUvEbixB7LUw6v'}, 'href': 'https://api.spotify.com/v1/artists/1Gf3SzkXoUvEbixB7LUw6v', 'id': '1Gf3SzkXoUvEbixB7LUw6v', 'name': 'Blackpink', 'type': 'artist', 'uri': 'spotify:artist:1Gf3SzkXoUvEbixB7LUw6v'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/24JAAnBviO3vTMZ5N9taj8'}, 'href': 'https://api.spotify.com/v1/artists/24JAAnBviO3vTMZ5N9taj8', 'id': '24JAAnBviO3vTMZ5N9taj8', 'name': 'Tara', 'type': 'artist', 'uri': 'spotify:artist:24JAAnBviO3vTMZ5N9taj8'}]",1loWI8jVk9btgJXHgqHXPD,"1loWI8jVk9btgJXHgqHXPD, 1Gf3SzkXoUvEbixB7LUw6v, 24JAAnBviO3vTMZ5N9taj8","[' Blackpink', ' Tara']","[' 1Gf3SzkXoUvEbixB7LUw6v', ' 24JAAnBviO3vTMZ5N9taj8']", Blackpink, 1Gf3SzkXoUvEbixB7LUw6v, Tara, 24JAAnBviO3vTMZ5N9taj8,,,,,,,,,,,,,,,,,,,,,,
9339,Prism (Hurt Until Today) T,Prism (Hur,After School,"After School, Blackpink, Tara",2MqPG8JXNwWX1bHn5CjykU,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1loWI8jVk9btgJXHgqHXPD'}, 'href': 'https://api.spotify.com/v1/artists/1loWI8jVk9btgJXHgqHXPD', 'id': '1loWI8jVk9btgJXHgqHXPD', 'name': 'After School', 'type': 'artist', 'uri': 'spotify:artist:1loWI8jVk9btgJXHgqHXPD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1Gf3SzkXoUvEbixB7LUw6v'}, 'href': 'https://api.spotify.com/v1/artists/1Gf3SzkXoUvEbixB7LUw6v', 'id': '1Gf3SzkXoUvEbixB7LUw6v', 'name': 'Blackpink', 'type': 'artist', 'uri': 'spotify:artist:1Gf3SzkXoUvEbixB7LUw6v'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/24JAAnBviO3vTMZ5N9taj8'}, 'href': 'https://api.spotify.com/v1/artists/24JAAnBviO3vTMZ5N9taj8', 'id': '24JAAnBviO3vTMZ5N9taj8', 'name': 'Tara', 'type': 'artist', 'uri': 'spotify:artist:24JAAnBviO3vTMZ5N9taj8'}]",1loWI8jVk9btgJXHgqHXPD,"1loWI8jVk9btgJXHgqHXPD, 1Gf3SzkXoUvEbixB7LUw6v, 24JAAnBviO3vTMZ5N9taj8","[' Blackpink', ' Tara']","[' 1Gf3SzkXoUvEbixB7LUw6v', ' 24JAAnBviO3vTMZ5N9taj8']", Blackpink, 1Gf3SzkXoUvEbixB7LUw6v, Tara, 24JAAnBviO3vTMZ5N9taj8,,,,,,,,,,,,,,,,,,,,,,
9361,"LOVE LETTER (feat.ARA,Hye Rim,Jung Hyun,Min Hyun,Dong Ho)",LOVE LETTE,After School,"Son Dam Bi, After School, Ara, Dong Ho, Hye Rim, Jung Hyun, HWANG MIN HYUN",4KCnoyDAX0Mp5PWRpOwrtk,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3cCbcs6r1Lma7MfEjyfCGU'}, 'href': 'https://api.spotify.com/v1/artists/3cCbcs6r1Lma7MfEjyfCGU', 'id': '3cCbcs6r1Lma7MfEjyfCGU', 'name': 'Son Dam Bi', 'type': 'artist', 'uri': 'spotify:artist:3cCbcs6r1Lma7MfEjyfCGU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1loWI8jVk9btgJXHgqHXPD'}, 'href': 'https://api.spotify.com/v1/artists/1loWI8jVk9btgJXHgqHXPD', 'id': '1loWI8jVk9btgJXHgqHXPD', 'name': 'After School', 'type': 'artist', 'uri': 'spotify:artist:1loWI8jVk9btgJXHgqHXPD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2jhwupQ3q8a1NbwfFhnszE'}, 'href': 'https://api.spotify.com/v1/artists/2jhwupQ3q8a1NbwfFhnszE', 'id': '2jhwupQ3q8a1NbwfFhnszE', 'name': 'Ara', 'type': 'artist', 'uri': 'spotify:artist:2jhwupQ3q8a1NbwfFhnszE'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7JlxObEsleDXA54OFIl9zj'}, 'href': 'https://api.spotify.com/v1/artists/7JlxObEsleDXA54OFIl9zj', 'id': '7JlxObEsleDXA54OFIl9zj', 'name': 'Dong Ho', 'type': 'artist', 'uri': 'spotify:artist:7JlxObEsleDXA54OFIl9zj'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/37qp8U9zJIHh4UseRqcqX2'}, 'href': 'https://api.spotify.com/v1/artists/37qp8U9zJIHh4UseRqcqX2', 'id': '37qp8U9zJIHh4UseRqcqX2', 'name': 'Hye Rim', 'type': 'artist', 'uri': 'spotify:artist:37qp8U9zJIHh4UseRqcqX2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2t6BljQxB8MLiky7GjkLYd'}, 'href': 'https://api.spotify.com/v1/artists/2t6BljQxB8MLiky7GjkLYd', 'id': '2t6BljQxB8MLiky7GjkLYd', 'name': 'Jung Hyun', 'type': 'artist', 'uri': 'spotify:artist:2t6BljQxB8MLiky7GjkLYd'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7BwZlhJRHC1oVJr8lTxSLf'}, 'href': 'https://api.spotify.com/v1/artists/7BwZlhJRHC1oVJr8lTxSLf', 'id': '7BwZlhJRHC1oVJr8lTxSLf', 'name': 'HWANG MIN HYUN', 'type': 'artist', 'uri': 'spotify:artist:7BwZlhJRHC1oVJr8lTxSLf'}]",1loWI8jVk9btgJXHgqHXPD,"3cCbcs6r1Lma7MfEjyfCGU, 1loWI8jVk9btgJXHgqHXPD, 2jhwupQ3q8a1NbwfFhnszE, 7JlxObEsleDXA54OFIl9zj, 37qp8U9zJIHh4UseRqcqX2, 2t6BljQxB8MLiky7GjkLYd, 7BwZlhJRHC1oVJr8lTxSLf","['Son Dam Bi', ' After School', ' Ara', ' Dong Ho', ' Hye Rim', ' Jung Hyun', ' HWANG MIN HYUN']","['3cCbcs6r1Lma7MfEjyfCGU', ' 1loWI8jVk9btgJXHgqHXPD', ' 2jhwupQ3q8a1NbwfFhnszE', ' 7JlxObEsleDXA54OFIl9zj', ' 37qp8U9zJIHh4UseRqcqX2', ' 2t6BljQxB8MLiky7GjkLYd', ' 7BwZlhJRHC1oVJr8lTxSLf']",Son Dam Bi,3cCbcs6r1Lma7MfEjyfCGU, After School, 1loWI8jVk9btgJXHgqHXPD, Ara, 2jhwupQ3q8a1NbwfFhnszE, Dong Ho, 7JlxObEsleDXA54OFIl9zj, Hye Rim, 37qp8U9zJIHh4UseRqcqX2, Jung Hyun, 2t6BljQxB8MLiky7GjkLYd, HWANG MIN HYUN, 7BwZlhJRHC1oVJr8lTxSLf,,,,,,,,,,,,
9362,Winter Story,Winter Sto,After School,"Son Dam Bi, KAHI, Jung AH",1eVICEjb7xNVYvE6jZnFyh,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3cCbcs6r1Lma7MfEjyfCGU'}, 'href': 'https://api.spotify.com/v1/artists/3cCbcs6r1Lma7MfEjyfCGU', 'id': '3cCbcs6r1Lma7MfEjyfCGU', 'name': 'Son Dam Bi', 'type': 'artist', 'uri': 'spotify:artist:3cCbcs6r1Lma7MfEjyfCGU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/04C0MPapc1HXpTbspJhmWg'}, 'href': 'https://api.spotify.com/v1/artists/04C0MPapc1HXpTbspJhmWg', 'id': '04C0MPapc1HXpTbspJhmWg', 'name': 'KAHI', 'type': 'artist', 'uri': 'spotify:artist:04C0MPapc1HXpTbspJhmWg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1SYHnHX97OjM7hHhxlAq1T'}, 'href': 'https://api.spotify.com/v1/artists/1SYHnHX97OjM7hHhxlAq1T', 'id': '1SYHnHX97OjM7hHhxlAq1T', 'name': 'Jung AH', 'type': 'artist', 'uri': 'spotify:artist:1SYHnHX97OjM7hHhxlAq1T'}]",1loWI8jVk9btgJXHgqHXPD,"3cCbcs6r1Lma7MfEjyfCGU, 04C0MPapc1HXpTbspJhmWg, 1SYHnHX97OjM7hHhxlAq1T","['Son Dam Bi', ' KAHI', ' Jung AH']","['3cCbcs6r1Lma7MfEjyfCGU', ' 04C0MPapc1HXpTbspJhmWg', ' 1SYHnHX97OjM7hHhxlAq1T']",Son Dam Bi,3cCbcs6r1Lma7MfEjyfCGU, KAHI, 04C0MPapc1HXpTbspJhmWg, Jung AH, 1SYHnHX97OjM7hHhxlAq1T,,,,,,,,,,,,,,,,,,,,
9431,Rock Star (feat.Maboos),Rock Star ,TEEN TOP,"TEEN TOP, Maboos",1ob5CcLu1r5bTfeSjCvJAp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3offPqpKAKmpQkIdWnjzkc'}, 'href': 'https://api.spotify.com/v1/artists/3offPqpKAKmpQkIdWnjzkc', 'id': '3offPqpKAKmpQkIdWnjzkc', 'name': 'TEEN TOP', 'type': 'artist', 'uri': 'spotify:artist:3offPqpKAKmpQkIdWnjzkc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2uch5GhXkpT561NB95OYBL'}, 'href': 'https://api.spotify.com/v1/artists/2uch5GhXkpT561NB95OYBL', 'id': '2uch5GhXkpT561NB95OYBL', 'name': 'Maboos', 'type': 'artist', 'uri': 'spotify:artist:2uch5GhXkpT561NB95OYBL'}]",3offPqpKAKmpQkIdWnjzkc,"3offPqpKAKmpQkIdWnjzkc, 2uch5GhXkpT561NB95OYBL",[' Maboos'],[' 2uch5GhXkpT561NB95OYBL'], Maboos, 2uch5GhXkpT561NB95OYBL,,,,,,,,,,,,,,,,,,,,,,,,
